side_prompt_id,side_task,side_topic,side_observed_condition,side_top1_before,side_top1_after,side_top1_changed,side_target_id,side_target_correct_before,side_target_correct_after,side_target_correct_changed,side_target_prob_drop,side_candidate_kl,side_top10_jaccard,side_entropy_delta,side_abs_entropy_delta,model,prompt_id,layer,subspace_family,subspace_k,rep
0,ambiguous_open,open,ambiguous,6408,2609,1,,0,0,0,,0.018104463666214207,0.6666666666666666,-0.017369139497845243,0.017369139497845243,distilbert-base-uncased,20,6,delta_pca,8,0
3,ambiguous_open,open,ambiguous,2754,2754,0,,0,0,0,,0.023470361901537555,0.8181818181818182,-0.053325899506301955,0.053325899506301955,distilbert-base-uncased,20,6,delta_pca,8,0
16,factual_deep,currency,correct,9944,9944,0,9944.0,1,1,0,0.00901373095743642,0.04429961098842009,0.8181818181818182,0.05869941366850462,0.05869941366850462,distilbert-base-uncased,20,6,delta_pca,8,0
19,factual_deep,common,error,11661,15723,1,2452.0,0,0,0,0.006419648482990599,0.007936025267690439,0.6666666666666666,0.022594397320319093,0.022594397320319093,distilbert-base-uncased,20,6,delta_pca,8,0
7,factual_deep,antonym,correct,2157,2157,0,2157.0,1,1,0,-0.0005296716542414065,0.038207269258146256,0.8181818181818182,-0.13541187707661928,0.13541187707661928,distilbert-base-uncased,20,6,delta_pca,8,0
2,factual_simple,language,correct,3009,3009,0,3009.0,1,1,0,-0.020669792857635705,0.01249229992483725,1.0,0.06369961347453024,0.06369961347453024,distilbert-base-uncased,20,6,random,8,0
0,ambiguous_open,open,ambiguous,6408,2688,1,,0,0,0,,0.02055731785846446,0.6666666666666666,-0.03422578733464254,0.03422578733464254,distilbert-base-uncased,20,6,random,8,0
8,factual_simple,capital,correct,8947,8947,0,8947.0,1,1,0,0.04424084220290009,0.006713650257220166,1.0,0.029229961335215382,0.029229961335215382,distilbert-base-uncased,20,6,random,8,0
16,factual_deep,currency,correct,9944,9944,0,9944.0,1,1,0,0.02466806782677501,0.04842809703793445,0.6666666666666666,0.1023527621635818,0.1023527621635818,distilbert-base-uncased,20,6,random,8,0
5,factual_simple,lexical,error,2748,2748,0,2053.0,0,0,0,0.00027530946264218113,0.02499316959786129,0.8181818181818182,0.06355734787620548,0.06355734787620548,distilbert-base-uncased,20,6,random,8,0
15,ambiguous_open,open,ambiguous,10171,10171,0,,0,0,0,,0.017887773912486894,0.8181818181818182,-0.0055816415549827525,0.0055816415549827525,distilbert-base-uncased,20,6,random,8,0
13,factual_deep,math,error,2048,2176,1,2093.0,0,0,0,0.01891857997919877,0.006341666312022171,0.8181818181818182,-0.03783523479799911,0.03783523479799911,distilbert-base-uncased,20,6,random,8,0
12,ambiguous_open,open,ambiguous,9425,4536,1,,0,0,0,,0.028306138320466964,0.8181818181818182,0.005613671208303472,0.005613671208303472,distilbert-base-uncased,20,6,random,8,0
4,factual_deep,animal_class,error,11056,11056,0,25476.0,0,0,0,0.001838206179054021,0.014325585003408718,0.8181818181818182,0.047700929164454564,0.047700929164454564,distilbert-base-uncased,20,6,random,8,0
9,ambiguous_open,open,ambiguous,6408,6408,0,,0,0,0,,0.016491144986878654,0.6666666666666666,-0.005603002184669581,0.005603002184669581,distilbert-base-uncased,20,6,random,8,0
6,ambiguous_open,polysemy,ambiguous,2314,2314,0,,0,0,0,,0.013456660951837458,0.8181818181818182,0.0107859293475574,0.0107859293475574,distilbert-base-uncased,20,6,random,8,0
3,ambiguous_open,open,ambiguous,2754,2754,0,,0,0,0,,0.014000456090531348,0.6666666666666666,-0.07082795103470385,0.07082795103470385,distilbert-base-uncased,20,6,random,8,0
0,ambiguous_open,open,ambiguous,6408,6408,0,,0,0,0,,0.029861252718774434,0.8181818181818182,-0.03718388387516347,0.03718388387516347,distilbert-base-uncased,22,6,state_pca,8,0
23,factual_simple,common,correct,2630,8023,1,2630.0,1,0,1,0.012983328397398311,0.02191043602983541,0.8181818181818182,-0.01776638755025628,0.01776638755025628,distilbert-base-uncased,22,6,state_pca,8,0
8,factual_simple,capital,correct,8947,8947,0,8947.0,1,1,0,-0.007912099354028368,0.0007235401963684406,1.0,-0.01549364190431457,0.01549364190431457,distilbert-base-uncased,22,6,state_pca,8,0
21,ambiguous_open,polysemy,ambiguous,2282,2282,0,,0,0,0,,0.021211985855766387,0.8181818181818182,0.0177681154134941,0.0177681154134941,distilbert-base-uncased,22,6,state_pca,8,0
18,ambiguous_open,role,ambiguous,3460,6821,1,,0,0,0,,0.039454799785449225,0.8181818181818182,0.05174175047103091,0.05174175047103091,distilbert-base-uncased,22,6,state_pca,8,0
5,factual_simple,lexical,error,2748,2995,1,2053.0,0,0,0,-0.0015270455836286865,0.06318275758110445,0.8181818181818182,0.1407175875463773,0.1407175875463773,distilbert-base-uncased,22,6,state_pca,8,0
4,factual_deep,animal_class,error,11056,11056,0,25476.0,0,0,0,0.0002648284547754863,0.03385665268777708,0.6666666666666666,-0.28632494149240806,0.28632494149240806,distilbert-base-uncased,22,6,state_pca,8,0
20,factual_simple,capital,error,16766,16766,0,3000.0,0,0,0,-0.015844420368867213,0.011862194427608448,1.0,-0.013873984186822064,0.013873984186822064,distilbert-base-uncased,22,6,state_pca,8,0
10,factual_deep,role,correct,4062,4062,0,4062.0,1,1,0,0.03797665955946575,0.025849851554779424,0.8181818181818182,0.14615100934361447,0.14615100934361447,distilbert-base-uncased,22,6,state_pca,8,0
1,factual_deep,continent,error,6504,11621,1,4021.0,0,0,0,0.00974933782647672,0.051327648470111974,0.6666666666666666,-0.014529637678148966,0.014529637678148966,distilbert-base-uncased,22,6,state_pca,8,0
12,ambiguous_open,open,ambiguous,9425,7281,1,,0,0,0,,0.04362486606821293,1.0,0.025102460647620006,0.025102460647620006,distilbert-base-uncased,22,6,state_pca,8,0
2,factual_simple,language,correct,3009,3009,0,3009.0,1,1,0,-0.007340693242484819,0.00974081326032829,0.8181818181818182,-0.038326925841430715,0.038326925841430715,distilbert-base-uncased,22,6,state_pca,8,0
21,ambiguous_open,polysemy,ambiguous,2282,2282,0,,0,0,0,,0.015026926847490019,0.6666666666666666,0.02506971935998603,0.02506971935998603,distilbert-base-uncased,22,6,delta_pca,8,0
19,factual_deep,common,error,11661,11661,0,2452.0,0,0,0,0.0004775010055388107,0.012858213416475887,0.6666666666666666,-0.023989660158909132,0.023989660158909132,distilbert-base-uncased,22,6,delta_pca,8,0
23,factual_simple,common,correct,2630,8023,1,2630.0,1,0,1,0.011234424910072677,0.024628850661918774,0.6666666666666666,0.004451467995529423,0.004451467995529423,distilbert-base-uncased,22,6,delta_pca,8,0
4,factual_deep,animal_class,error,11056,11056,0,25476.0,0,0,0,-0.003224718534580718,0.015039322900177288,0.6666666666666666,-0.07720636963258753,0.07720636963258753,distilbert-base-uncased,22,6,delta_pca,8,0
3,ambiguous_open,open,ambiguous,2754,2754,0,,0,0,0,,0.011951760510846558,1.0,0.042772628582550265,0.042772628582550265,distilbert-base-uncased,22,6,delta_pca,8,0
11,factual_simple,science,correct,13035,13035,0,13035.0,1,1,0,-0.017164731201977312,0.008143080269299434,1.0,0.033055774680790684,0.033055774680790684,distilbert-base-uncased,22,6,delta_pca,8,0
6,ambiguous_open,polysemy,ambiguous,2314,2314,0,,0,0,0,,0.009613218457591399,0.8181818181818182,-0.005764381522669559,0.005764381522669559,distilbert-base-uncased,22,6,delta_pca,8,0
18,ambiguous_open,role,ambiguous,3460,3460,0,,0,0,0,,0.020599056583743565,0.8181818181818182,0.026333800783671535,0.026333800783671535,distilbert-base-uncased,22,6,delta_pca,8,0
1,factual_deep,continent,error,6504,6504,0,4021.0,0,0,0,0.00286140425341894,0.01631750794886376,0.8181818181818182,-0.01444216451544822,0.01444216451544822,distilbert-base-uncased,22,6,delta_pca,8,0
13,factual_deep,math,error,2048,2048,0,2093.0,0,0,0,-0.007627506193203029,0.019675180574549287,1.0,-0.18983039666134616,0.18983039666134616,distilbert-base-uncased,22,6,delta_pca,8,0
16,factual_deep,currency,correct,9944,9944,0,9944.0,1,1,0,0.01009909895043487,0.01230560630233302,0.8181818181818182,-0.012991994654699024,0.012991994654699024,distilbert-base-uncased,22,6,delta_pca,8,0
7,factual_deep,antonym,correct,2157,2157,0,2157.0,1,1,0,-0.004685360011546739,0.0223575151231485,1.0,-0.07254136732831062,0.07254136732831062,distilbert-base-uncased,22,6,delta_pca,8,0
8,factual_simple,capital,correct,8947,8947,0,8947.0,1,1,0,0.01516841280450748,0.003112702856669919,1.0,-0.0013669707106738205,0.0013669707106738205,distilbert-base-uncased,22,6,random,8,0
1,factual_deep,continent,error,6504,11621,1,4021.0,0,0,0,0.0030043330354045973,0.009781652299185416,1.0,0.03709749935404938,0.03709749935404938,distilbert-base-uncased,22,6,random,8,0
10,factual_deep,role,correct,4062,4062,0,4062.0,1,1,0,-0.01851739648626166,0.00796505603058703,0.8181818181818182,-0.11012369085705664,0.11012369085705664,distilbert-base-uncased,22,6,random,8,0
3,ambiguous_open,open,ambiguous,2754,2754,0,,0,0,0,,0.008610880894898261,0.8181818181818182,-0.09543216316935954,0.09543216316935954,distilbert-base-uncased,22,6,random,8,0
19,factual_deep,common,error,11661,11661,0,2452.0,0,0,0,-0.00029323190864336685,0.004558046111565463,0.6666666666666666,-0.004907326786295574,0.004907326786295574,distilbert-base-uncased,22,6,random,8,0
17,factual_simple,role,error,23566,23566,0,10026.0,0,0,0,0.007175855830392416,0.00530355851177288,1.0,-0.10340796426030474,0.10340796426030474,distilbert-base-uncased,22,6,random,8,0
18,ambiguous_open,role,ambiguous,3460,3460,0,,0,0,0,,0.008252106969148595,0.8181818181818182,-0.004821428156156493,0.004821428156156493,distilbert-base-uncased,22,6,random,8,0
23,factual_simple,common,correct,2630,2630,0,2630.0,1,1,0,0.013954320870987386,0.00434807558318802,0.8181818181818182,-0.004927201976878681,0.004927201976878681,distilbert-base-uncased,22,6,random,8,0
9,ambiguous_open,open,ambiguous,6408,6408,0,,0,0,0,,0.006837206239638256,0.6666666666666666,0.02331986105719297,0.02331986105719297,distilbert-base-uncased,22,6,random,8,0
12,ambiguous_open,open,ambiguous,9425,9425,0,,0,0,0,,0.011962169766194759,1.0,0.022729375792136963,0.022729375792136963,distilbert-base-uncased,22,6,random,8,0
13,factual_deep,math,error,2048,2048,0,2093.0,0,0,0,-0.0002105230669370156,0.0024912267268472304,0.8181818181818182,-0.019331197132538946,0.019331197132538946,distilbert-base-uncased,22,6,random,8,0
6,ambiguous_open,polysemy,ambiguous,2314,2314,0,,0,0,0,,0.00495289333473551,0.8181818181818182,-0.01234011363475318,0.01234011363475318,distilbert-base-uncased,22,6,random,8,0
21,ambiguous_open,polysemy,ambiguous,2282,3332,1,,0,0,0,,1.3056789230797983,0.1111111111111111,-0.7085351928672843,0.7085351928672843,distilbert-base-uncased,23,6,state_pca,8,0
4,factual_deep,animal_class,error,11056,2902,1,25476.0,0,0,0,0.008426835743193598,2.6390290870268633,0.0,0.4308025962959756,0.4308025962959756,distilbert-base-uncased,23,6,state_pca,8,0
18,ambiguous_open,role,ambiguous,3460,10771,1,,0,0,0,,0.7215688350778527,0.25,-0.5349862961013976,0.5349862961013976,distilbert-base-uncased,23,6,state_pca,8,0
16,factual_deep,currency,correct,9944,3345,1,9944.0,1,0,1,0.08964969195674094,1.0102328352218626,0.1111111111111111,-0.36394565509533505,0.36394565509533505,distilbert-base-uncased,23,6,state_pca,8,0
2,factual_simple,language,correct,3009,3009,0,3009.0,1,1,0,0.2536728972525424,0.5013474649424223,0.3333333333333333,0.13434523391700437,0.13434523391700437,distilbert-base-uncased,23,6,state_pca,8,0
0,ambiguous_open,open,ambiguous,6408,2311,1,,0,0,0,,0.7547587931956697,0.05263157894736842,-0.334729186176689,0.334729186176689,distilbert-base-uncased,23,6,state_pca,8,0
3,ambiguous_open,open,ambiguous,2754,2341,1,,0,0,0,,0.933099591224132,0.1111111111111111,-0.02102918974544199,0.02102918974544199,distilbert-base-uncased,23,6,state_pca,8,0
1,factual_deep,continent,error,6504,9311,1,4021.0,0,0,0,0.027786026862040437,1.0744302153637202,0.0,-0.8371963238533149,0.8371963238533149,distilbert-base-uncased,23,6,state_pca,8,0
13,factual_deep,math,error,2048,2048,0,2093.0,0,0,0,0.10966932333016077,0.5491922814455134,0.05263157894736842,-0.3355735304000893,0.3355735304000893,distilbert-base-uncased,23,6,state_pca,8,0
12,ambiguous_open,open,ambiguous,9425,7281,1,,0,0,0,,0.6776034243550683,0.3333333333333333,-0.509146376756652,0.509146376756652,distilbert-base-uncased,23,6,state_pca,8,0
14,factual_simple,math,error,5717,4796,1,2093.0,0,0,0,0.051376070884949276,0.6879821940093289,0.0,0.04699747912542307,0.04699747912542307,distilbert-base-uncased,23,6,state_pca,8,0
8,factual_simple,capital,correct,8947,23643,1,8947.0,1,0,1,0.29617505314952897,0.5469613474439196,0.25,-0.05604009247445152,0.05604009247445152,distilbert-base-uncased,23,6,state_pca,8,0
4,factual_deep,animal_class,error,11056,5081,1,25476.0,0,0,0,0.008456942419702369,2.4861659659139264,0.0,-0.45108033503662215,0.45108033503662215,distilbert-base-uncased,23,6,delta_pca,8,0
3,ambiguous_open,open,ambiguous,2754,4211,1,,0,0,0,,0.993744888219707,0.17647058823529413,-0.8854581187860786,0.8854581187860786,distilbert-base-uncased,23,6,delta_pca,8,0
16,factual_deep,currency,correct,9944,2717,1,9944.0,1,0,1,0.0863759546233433,1.09474897278368,0.1111111111111111,-0.22213105281349055,0.22213105281349055,distilbert-base-uncased,23,6,delta_pca,8,0
7,factual_deep,antonym,correct,2157,2773,1,2157.0,1,0,1,0.023817657410722077,2.8431272539141146,0.05263157894736842,-1.7119686868957078,1.7119686868957078,distilbert-base-uncased,23,6,delta_pca,8,0
15,ambiguous_open,open,ambiguous,10171,9190,1,,0,0,0,,0.7876668357405301,0.05263157894736842,-0.6020758071049208,0.6020758071049208,distilbert-base-uncased,23,6,delta_pca,8,0
22,factual_deep,capital,error,19349,10918,1,4068.0,0,0,0,0.07506544027272823,0.5508694649982686,0.25,-0.2792649383071262,0.2792649383071262,distilbert-base-uncased,23,6,delta_pca,8,0
2,factual_simple,language,correct,3009,13915,1,3009.0,1,0,1,0.13053086705752345,0.5879506471796573,0.5384615384615384,-0.2523134838515879,0.2523134838515879,distilbert-base-uncased,23,6,delta_pca,8,0
11,factual_simple,science,correct,13035,2717,1,13035.0,1,0,1,0.21585399163348398,0.40696712213802655,0.17647058823529413,0.4477574580950052,0.4477574580950052,distilbert-base-uncased,23,6,delta_pca,8,0
9,ambiguous_open,open,ambiguous,6408,10664,1,,0,0,0,,0.5003753037637725,0.1111111111111111,-0.40069512114333383,0.40069512114333383,distilbert-base-uncased,23,6,delta_pca,8,0
18,ambiguous_open,role,ambiguous,3460,2341,1,,0,0,0,,1.0414718918149766,0.1111111111111111,-0.5205025661121874,0.5205025661121874,distilbert-base-uncased,23,6,delta_pca,8,0
20,factual_simple,capital,error,16766,25387,1,3000.0,0,0,0,0.05489786218052243,0.21071609391684992,0.3333333333333333,0.06787303409416134,0.06787303409416134,distilbert-base-uncased,23,6,delta_pca,8,0
10,factual_deep,role,correct,4062,4062,0,4062.0,1,1,0,0.08842547694055511,0.49870308283345843,0.1111111111111111,-0.7260788727811376,0.7260788727811376,distilbert-base-uncased,23,6,delta_pca,8,0
14,factual_simple,math,error,5717,2698,1,2093.0,0,0,0,-0.021029906251386857,0.3873074199068969,0.6666666666666666,-0.09774665071840305,0.09774665071840305,distilbert-base-uncased,23,6,random,8,0
7,factual_deep,antonym,correct,2157,10194,1,2157.0,1,0,1,0.018419115934474553,0.6207847552878859,0.05263157894736842,-0.11538318350362342,0.11538318350362342,distilbert-base-uncased,23,6,random,8,0
16,factual_deep,currency,correct,9944,7773,1,9944.0,1,0,1,0.08374211146702988,0.5823210971168084,0.1111111111111111,-0.08654674851375121,0.08654674851375121,distilbert-base-uncased,23,6,random,8,0
2,factual_simple,language,correct,3009,3009,0,3009.0,1,1,0,-0.16160428781106217,0.2955054452338804,0.6666666666666666,-0.1460589401871457,0.1460589401871457,distilbert-base-uncased,23,6,random,8,0
6,ambiguous_open,polysemy,ambiguous,2314,4574,1,,0,0,0,,0.5370078040086105,0.25,-0.5103391300362867,0.5103391300362867,distilbert-base-uncased,23,6,random,8,0
9,ambiguous_open,open,ambiguous,6408,4574,1,,0,0,0,,0.5136058682451726,0.17647058823529413,-0.4099751867242989,0.4099751867242989,distilbert-base-uncased,23,6,random,8,0
5,factual_simple,lexical,error,2748,2995,1,2053.0,0,0,0,0.007458876482231319,0.3849855591868815,0.25,-0.2609341903048725,0.2609341903048725,distilbert-base-uncased,23,6,random,8,0
8,factual_simple,capital,correct,8947,22836,1,8947.0,1,0,1,0.3317066856863986,0.7964500777558452,0.5384615384615384,-0.5302415970741158,0.5302415970741158,distilbert-base-uncased,23,6,random,8,0
11,factual_simple,science,correct,13035,13035,0,13035.0,1,1,0,-0.07632366386388822,0.2838503470073858,0.5384615384615384,-0.31842120308666,0.31842120308666,distilbert-base-uncased,23,6,random,8,0
4,factual_deep,animal_class,error,11056,10725,1,25476.0,0,0,0,0.0035902869110775023,1.207648422093325,0.25,0.46332165000120495,0.46332165000120495,distilbert-base-uncased,23,6,random,8,0
17,factual_simple,role,error,23566,2529,1,10026.0,0,0,0,0.0377009248506996,1.1502697076544526,0.1111111111111111,0.9400513271162079,0.9400513271162079,distilbert-base-uncased,23,6,random,8,0
20,factual_simple,capital,error,16766,16384,1,3000.0,0,0,0,0.02090755875370298,0.48629603039374086,0.5384615384615384,-0.24384699980272995,0.24384699980272995,distilbert-base-uncased,23,6,random,8,0
9,ambiguous_open,open,ambiguous,1998,1998,0,,0,0,0,,0.05944719190561226,0.6666666666666666,-0.054569511295500917,0.054569511295500917,google/bert_uncased_L-2_H-128_A-2,1,1,state_pca,8,0
20,factual_simple,capital,error,2605,2605,0,3000.0,0,0,0,-0.0007491355038359354,0.6094807176772982,0.25,-0.5618263046730356,0.5618263046730356,google/bert_uncased_L-2_H-128_A-2,1,1,state_pca,8,0
8,factual_simple,capital,error,2003,4701,1,8947.0,0,0,0,-0.0019092866057265033,0.4937405977610033,0.17647058823529413,-0.24788656462795355,0.24788656462795355,google/bert_uncased_L-2_H-128_A-2,1,1,state_pca,8,0
6,ambiguous_open,polysemy,ambiguous,2001,2001,0,,0,0,0,,0.033704766649187506,0.8181818181818182,-0.1328950268470943,0.1328950268470943,google/bert_uncased_L-2_H-128_A-2,1,1,state_pca,8,0
3,ambiguous_open,open,ambiguous,1998,1998,0,,0,0,0,,0.034787346784388086,0.8181818181818182,-0.12407497608591633,0.12407497608591633,google/bert_uncased_L-2_H-128_A-2,1,1,state_pca,8,0
19,factual_deep,common,error,1012,1012,0,2452.0,0,0,0,-7.272400926421803e-05,0.031639755563602066,1.0,0.03677527929818192,0.03677527929818192,google/bert_uncased_L-2_H-128_A-2,1,1,state_pca,8,0
5,factual_simple,lexical,error,1012,1012,0,2053.0,0,0,0,-0.00012931810089875052,0.026529564041805877,0.8181818181818182,0.023663440984279305,0.023663440984279305,google/bert_uncased_L-2_H-128_A-2,1,1,state_pca,8,0
12,ambiguous_open,open,ambiguous,1012,1000,1,,0,0,0,,0.046263256938444935,0.6666666666666666,-0.045950923953783196,0.045950923953783196,google/bert_uncased_L-2_H-128_A-2,1,1,state_pca,8,0
18,ambiguous_open,role,ambiguous,1998,1998,0,,0,0,0,,0.04698739644108887,0.8181818181818182,-0.07339344524158564,0.07339344524158564,google/bert_uncased_L-2_H-128_A-2,1,1,state_pca,8,0
17,factual_simple,role,error,1012,1998,1,10026.0,0,0,0,-0.0001666306660318374,0.03842950855835921,0.6666666666666666,0.06397034121514356,0.06397034121514356,google/bert_uncased_L-2_H-128_A-2,1,1,state_pca,8,0
0,ambiguous_open,open,ambiguous,1998,4716,1,,0,0,0,,0.11974373698725968,0.8181818181818182,-0.13722017638833073,0.13722017638833073,google/bert_uncased_L-2_H-128_A-2,1,1,state_pca,8,0
14,factual_simple,math,error,1012,1998,1,2093.0,0,0,0,-0.0004659719531300271,0.024907145428027,1.0,-0.04939804952789739,0.04939804952789739,google/bert_uncased_L-2_H-128_A-2,1,1,state_pca,8,0
4,factual_deep,animal_class,error,1012,1000,1,25476.0,0,0,0,-0.0003455052705989658,0.04806045995117833,0.6666666666666666,0.08166239524228702,0.08166239524228702,google/bert_uncased_L-2_H-128_A-2,1,1,delta_pca,8,0
0,ambiguous_open,open,ambiguous,1998,4716,1,,0,0,0,,0.15739730487034315,0.6666666666666666,-0.2010538038635108,0.2010538038635108,google/bert_uncased_L-2_H-128_A-2,1,1,delta_pca,8,0
20,factual_simple,capital,error,2605,2605,0,3000.0,0,0,0,0.0008710098194941759,0.5403028509318207,0.25,-0.4521612482122772,0.4521612482122772,google/bert_uncased_L-2_H-128_A-2,1,1,delta_pca,8,0
5,factual_simple,lexical,error,1012,1012,0,2053.0,0,0,0,0.00027705853404487056,0.026748971481708603,0.8181818181818182,0.023187910518980726,0.023187910518980726,google/bert_uncased_L-2_H-128_A-2,1,1,delta_pca,8,0
22,factual_deep,capital,error,1998,2762,1,4068.0,0,0,0,-0.0006904282308510614,0.24815266802410127,0.42857142857142855,-0.20727879834238605,0.20727879834238605,google/bert_uncased_L-2_H-128_A-2,1,1,delta_pca,8,0
10,factual_deep,role,error,1012,1012,0,4062.0,0,0,0,0.0005856581833671465,0.030865732243253265,0.8181818181818182,0.06532490678240777,0.06532490678240777,google/bert_uncased_L-2_H-128_A-2,1,1,delta_pca,8,0
21,ambiguous_open,polysemy,ambiguous,1012,2001,1,,0,0,0,,0.06636513518729137,0.5384615384615384,-0.07898675715433123,0.07898675715433123,google/bert_uncased_L-2_H-128_A-2,1,1,delta_pca,8,0
19,factual_deep,common,error,1012,1012,0,2452.0,0,0,0,-0.00011933313345754789,0.030892980864901824,0.8181818181818182,0.04318356738567708,0.04318356738567708,google/bert_uncased_L-2_H-128_A-2,1,1,delta_pca,8,0
7,factual_deep,antonym,error,1012,1998,1,2157.0,0,0,0,0.0003807503477123132,0.029622940636737344,0.8181818181818182,-0.01136826775479216,0.01136826775479216,google/bert_uncased_L-2_H-128_A-2,1,1,delta_pca,8,0
17,factual_simple,role,error,1012,2003,1,10026.0,0,0,0,-0.00013681024019572172,0.029612761937719806,0.8181818181818182,0.04178916711717218,0.04178916711717218,google/bert_uncased_L-2_H-128_A-2,1,1,delta_pca,8,0
13,factual_deep,math,error,1012,2003,1,2093.0,0,0,0,-0.0001989224896398465,0.02621535854024444,0.8181818181818182,0.04029197645931326,0.04029197645931326,google/bert_uncased_L-2_H-128_A-2,1,1,delta_pca,8,0
15,ambiguous_open,open,ambiguous,1000,1998,1,,0,0,0,,0.04062339453795103,0.8181818181818182,-0.047847193594801496,0.047847193594801496,google/bert_uncased_L-2_H-128_A-2,1,1,delta_pca,8,0
6,ambiguous_open,polysemy,ambiguous,2001,1012,1,,0,0,0,,0.09661064157203578,0.5384615384615384,0.06261623401399863,0.06261623401399863,google/bert_uncased_L-2_H-128_A-2,1,1,random,8,0
8,factual_simple,capital,error,2003,4701,1,8947.0,0,0,0,0.002579171023440898,0.21156186813049518,0.6666666666666666,-0.016697680103752166,0.016697680103752166,google/bert_uncased_L-2_H-128_A-2,1,1,random,8,0
7,factual_deep,antonym,error,1012,1012,0,2157.0,0,0,0,0.00036065099959266316,0.1345080723571715,0.6666666666666666,-0.01332127749133205,0.01332127749133205,google/bert_uncased_L-2_H-128_A-2,1,1,random,8,0
5,factual_simple,lexical,error,1012,1012,0,2053.0,0,0,0,0.0010395908371552793,0.14215132286739568,0.5384615384615384,-0.018220741246620875,0.018220741246620875,google/bert_uncased_L-2_H-128_A-2,1,1,random,8,0
22,factual_deep,capital,error,1998,2762,1,4068.0,0,0,0,-0.0001964033671222052,0.2097304396115628,0.5384615384615384,-0.1001427094131846,0.1001427094131846,google/bert_uncased_L-2_H-128_A-2,1,1,random,8,0
17,factual_simple,role,error,1012,1012,0,10026.0,0,0,0,-0.001955377074753477,0.15433874793336158,0.8181818181818182,0.059017212544969944,0.059017212544969944,google/bert_uncased_L-2_H-128_A-2,1,1,random,8,0
9,ambiguous_open,open,ambiguous,1998,1012,1,,0,0,0,,0.09239571682154324,0.6666666666666666,0.038315565334611446,0.038315565334611446,google/bert_uncased_L-2_H-128_A-2,1,1,random,8,0
20,factual_simple,capital,error,2605,2605,0,3000.0,0,0,0,-0.0004036605236422564,0.3915756273729898,0.3333333333333333,-0.47599385049917453,0.47599385049917453,google/bert_uncased_L-2_H-128_A-2,1,1,random,8,0
16,factual_deep,currency,error,1998,1000,1,9944.0,0,0,0,-8.960450813136654e-06,0.19695988970055367,0.5384615384615384,0.014426984377850172,0.014426984377850172,google/bert_uncased_L-2_H-128_A-2,1,1,random,8,0
18,ambiguous_open,role,ambiguous,1998,1012,1,,0,0,0,,0.10997688620539023,0.6666666666666666,-0.02041385744340607,0.02041385744340607,google/bert_uncased_L-2_H-128_A-2,1,1,random,8,0
19,factual_deep,common,error,1012,1012,0,2452.0,0,0,0,-2.3038801135022273e-06,0.17109415030833475,0.5384615384615384,0.012197093324504138,0.012197093324504138,google/bert_uncased_L-2_H-128_A-2,1,1,random,8,0
2,factual_simple,language,error,2003,2605,1,3009.0,0,0,0,-0.014112903019543028,0.29168520630512773,0.3333333333333333,-0.06598273548381695,0.06598273548381695,google/bert_uncased_L-2_H-128_A-2,1,1,random,8,0
7,factual_deep,antonym,error,1012,1998,1,2157.0,0,0,0,0.000165731213481861,0.004680200942828661,1.0,-0.0035749090311689713,0.0035749090311689713,google/bert_uncased_L-2_H-128_A-2,2,1,state_pca,8,0
10,factual_deep,role,error,1012,1012,0,4062.0,0,0,0,7.122805259345043e-05,0.004837583431670281,0.8181818181818182,0.03897440700665644,0.03897440700665644,google/bert_uncased_L-2_H-128_A-2,2,1,state_pca,8,0
19,factual_deep,common,error,1012,1012,0,2452.0,0,0,0,-1.4185593059809975e-05,0.00651017389415264,1.0,0.026086769319923597,0.026086769319923597,google/bert_uncased_L-2_H-128_A-2,2,1,state_pca,8,0
15,ambiguous_open,open,ambiguous,1000,1000,0,,0,0,0,,0.004724231081355378,1.0,-0.025897431206110433,0.025897431206110433,google/bert_uncased_L-2_H-128_A-2,2,1,state_pca,8,0
18,ambiguous_open,role,ambiguous,1998,1998,0,,0,0,0,,0.005774145016501646,0.8181818181818182,-0.008739968397691644,0.008739968397691644,google/bert_uncased_L-2_H-128_A-2,2,1,state_pca,8,0
21,ambiguous_open,polysemy,ambiguous,1012,2001,1,,0,0,0,,0.005582476695073977,0.8181818181818182,-0.0005831097512110084,0.0005831097512110084,google/bert_uncased_L-2_H-128_A-2,2,1,state_pca,8,0
1,factual_deep,continent,error,2003,2003,0,4021.0,0,0,0,-0.0011078881651999748,0.016652258630931883,0.6666666666666666,0.06302029099183537,0.06302029099183537,google/bert_uncased_L-2_H-128_A-2,2,1,state_pca,8,0
12,ambiguous_open,open,ambiguous,1012,1000,1,,0,0,0,,0.005137308990133993,0.8181818181818182,-0.0023959156801707238,0.0023959156801707238,google/bert_uncased_L-2_H-128_A-2,2,1,state_pca,8,0
17,factual_simple,role,error,1012,1012,0,10026.0,0,0,0,-8.410774661260034e-05,0.007122107506405045,1.0,0.04727397068781336,0.04727397068781336,google/bert_uncased_L-2_H-128_A-2,2,1,state_pca,8,0
6,ambiguous_open,polysemy,ambiguous,2001,2001,0,,0,0,0,,0.0048358356745365726,0.8181818181818182,-0.045533061345484516,0.045533061345484516,google/bert_uncased_L-2_H-128_A-2,2,1,state_pca,8,0
9,ambiguous_open,open,ambiguous,1998,1998,0,,0,0,0,,0.006033601292998091,0.8181818181818182,0.007176250880394086,0.007176250880394086,google/bert_uncased_L-2_H-128_A-2,2,1,state_pca,8,0
